Case ID,Title,Pre-conditions,Step #,Step Description,Expected Result
C74058021,Quality & Enhancements - Output Scale or Reduce/Enlarge or Resize,"Pre-conditions: 
	- Device in ready state with latest build 
	- Feature is ready for testing",1,"Conflict test: Output Scale & Page per Sheet
Change the Output Scale to non-default value, and then touch Page per Sheet.
Such as : Fit to page/Full Page(91%)/Letter to A4/A4 to Letter/Legal to Letter/Custom 25%-400%","Page Pet sheet: 2 option is disabled with info button.
We should get a message prompt saying ""This feature is not available with the currently selected settings."""
C74058021,Quality & Enhancements - Output Scale or Reduce/Enlarge or Resize,,2,Copy job by press copy button/Copy APP + Output Scale: Fit to page(FPUI/EWS).,"Output Scale can set and copy job is successful.
verify copy image fit to print on paper.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058021,Quality & Enhancements - Output Scale or Reduce/Enlarge or Resize,,3,Copy job by press copy button/Copy APP + Output Scale: Full Page(91%)(FPUI/EWS).,"Output Scale can set and copy job is successful.
verify copy image reduce 91% to print on paper.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058021,Quality & Enhancements - Output Scale or Reduce/Enlarge or Resize,,4,Copy job by press copy button/Copy APP + Output Scale: Letter to A4(FPUI/EWS).,"Output Scale can set and copy job is successful.
verify Letter original reduce to print on A4 paper.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058021,Quality & Enhancements - Output Scale or Reduce/Enlarge or Resize,,5,Copy job by press copy button/Copy APP with + Output Scale: A4 to Letter(FPUI/EWS).,"Output Scale can set and copy job is successful.
verify A4 original reduce to print on Letter paper.
LED status, Sound and CGD display correctly."
C74058021,Quality & Enhancements - Output Scale or Reduce/Enlarge or Resize,,6,Copy job by press copy button/Copy APP with + Output Scale: Legal to Letter(FPUI/EWS).,"Output Scale can set and copy job is successful.
verify Legal original reduce to print on Letter paper.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058021,Quality & Enhancements - Output Scale or Reduce/Enlarge or Resize,,7,Copy job by press copy button/Copy APP with + Output Scale: Custom 25%-400%(FPUI/EWS).,"Output Scale can set and copy job is successful.
The setting values of reduce/enlarge successfully change the size of the copy output.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058021,Quality & Enhancements - Output Scale or Reduce/Enlarge or Resize,,8,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C74058021,Quality & Enhancements - Output Scale or Reduce/Enlarge or Resize,,9,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C74058022,Output Settings - Paper Size Mixed,"Pre-conditions: 
	- Device in ready state with latest build 
	- Feature is ready for testing",1,"Check all suported Paper Size from UI, EWS, CDM",All suported Paper Size should be matched with IMM spec.
C74058022,Output Settings - Paper Size Mixed,,2,"Perform Copy job with different paper size + paper type
4x6 + Photo","Paper size and type can set and copy job is successful.
Verify the copy job print out with borderless and slightly cropped.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058022,Output Settings - Paper Size Mixed,,3,"Perform Copy job with different paper size + paper type
Letter + Plain","Paper size and type can set and copy job is successful.
Verify the copy job print out with border and slightly cropped.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058022,Output Settings - Paper Size Mixed,,4,"Perform Copy job with paper size + paper type
Envelope B5 + Envelop","Paper size and type can set and copy job is successful.
Verify the copy job print out with border and slightly cropped.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058022,Output Settings - Paper Size Mixed,,5,Perform Copy job with All supported paper size + Paper Type (Refer to IMM spec),"Paper size and type can set and copy job is successful.
Verify the copy job print out with border or borderless and slightly cropped.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058022,Output Settings - Paper Size Mixed,,6,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C74058022,Output Settings - Paper Size Mixed,,7,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C74058023,Quality & Enhancements - Orientation/Image rotation,"Pre-conditions: 
	- Device in ready state with latest build 
	- Feature is ready for testing",1,"Perform Copy job with device default settings + Orientation/Image rotation: Portrait from FPUI. 
Note: Step applicable for Consumer devices with Copy APP.","Orientation/Image rotation can set and copy job is successful.
output should be Portrait and middle aligned.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058023,Quality & Enhancements - Orientation/Image rotation,,2,"Perform Copy job with device default settings + Orientation/Image rotation: Portrait from EWS. 
Note: Step applicable for Consumer devices with Copy APP.","Orientation/Image rotation can set and copy job is successful.
output should be Portrait and middle aligned.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058023,Quality & Enhancements - Orientation/Image rotation,,3,"Perform Copy job with user configured settings + Orientation/Image rotation: Landscape from FPUI.
Note: Step applicable for Consumer devices with Copy APP.","Orientation/Image rotation can set and copy job is successful.
output should be Landscape and middle aligned.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058023,Quality & Enhancements - Orientation/Image rotation,,4,"Perform Copy job with user configured settings + Orientation/Image rotation: Landscape from EWS.
Note: Step applicable for Consumer devices with Copy APP.","Orientation/Image rotation can set and copy job is successful.
output should be Landscape and middle aligned.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058023,Quality & Enhancements - Orientation/Image rotation,,5,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C74058025,Quality & Enhancements - Binding Margin,"Pre-conditions: 
	- Device in ready state with latest build 
	- Feature is ready for testing",1,"Copy job with user configured settings + Binding Margin: On from FPUI. 
Note: Step applicable for Consumer devices with Binding Margin feature.","Binding Margin can set and copy job is successful. 
Output should be Binding Margin: on.
LED status, Sound and CGD or Number of copies(LED digit) display correctly."
C74058025,Quality & Enhancements - Binding Margin,,2,"Copy job with user configured settings + Binding Margin: On from EWS. 
Note: Step applicable for Consumer devices with Binding Margin feature.","Binding Margin can set and copy job is successful. 
Output should be Binding Margin: on.
LED status, Sound and CGD or Number of copies(LED digit) display correctly."
C74058025,Quality & Enhancements - Binding Margin,,3,"Copy job with user configured settings + Binding Margin: Off from FPUI. 
Note: Step applicable for Consumer devices with Binding Margin feature.","Binding Margin can set and copy job is successful. 
Output should be Binding Margin: off.
LED status, Sound and CGD or Number of copies(LED digit) display correctly."
C74058025,Quality & Enhancements - Binding Margin,,4,"Copy job with user configured settings + Binding Margin: Off from EWS. 
Note: Step applicable for Consumer devices with Binding Margin feature.","Binding Margin can set and copy job is successful. 
Output should be Binding Margin: off.
LED status, Sound and CGD or Number of copies(LED digit) display correctly."
C74058025,Quality & Enhancements - Binding Margin,,5,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C74058042,Walk-up Copy - CombinedSettings - ID Copy,"Pre-conditions: 
    - Device in ready state with latest build 
    - Feature is ready for testing",1,Perform the ID card copy job with user configured settings + all combination settings from FPUI.,"ID card Copy job is successful. 
ID card Output should be middle aligned. 
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058042,Walk-up Copy - CombinedSettings - ID Copy,,2,Perform the ID card copy job with user configured settings + all combination settings from EWS.,"ID card Copy job is successful. 
ID card Output should be middle aligned. 
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058042,Walk-up Copy - CombinedSettings - ID Copy,,3,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C74058059,Walk-up Copy - CombinedSettings - Document Copy,"Pre-conditions: 
    - Device in ready state with latest build 
    - Feature is ready for testing",1,Perform document copy job with user configured settings + all combination settings from FPUI.,"Document Copy job is successful.
Output should be correct and follow each settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058059,Walk-up Copy - CombinedSettings - Document Copy,,2,Perform document copy job with user configured settings + all combination settings from EWS.,"Document Copy job is successful.
Output should be correct and follow each settings.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058059,Walk-up Copy - CombinedSettings - Document Copy,,3,Check the copy output.,"Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue."
C74058059,Walk-up Copy - CombinedSettings - Document Copy,,4,Check the output margin.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C74058075,Core: Job Cancellation,"Pre-conditions:



- Device in ready state with latest build

- Feature is ready for testing",1,"- Perform copy job with default settings.
- Cancel the copy job by cancel button or cancel Icon via Control Panel.","The copy job can be cancelled without error.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058075,Core: Job Cancellation,,2,"- Perform copy job with user configured settings.
- Cancel the copy job by cancel button or cancel icon via Control Panel.","The copy job can be cancelled without error.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058075,Core: Job Cancellation,,3,"- Perform copy job with user configured settings.
- Cancel the copy job via Job Logs/Queue in EWS.","The copy job can be cancelled without error.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058075,Core: Job Cancellation,,4,"- Perform copy job with user configured settings.
- Cancel the copy job from Dashboard bar in CGD products via Control Panel.","The copy job can be cancelled without error.
LED status, Sound and CGD display correctly."
C74058075,Core: Job Cancellation,,5,"- Perform copy job with user configured settings.
- Cancel the copy job in different phases, in very beginning, in middle of the job, in the end of job.","The copy job should be cancelled all the time without error.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058075,Core: Job Cancellation,,6,1. Power on test unit.2. Touch Copy > Document Copy or ID card > Touch eye icon -> Touch Preview button -> Touch cancel button during preview.,1) Printer behaves correctly without any issues. Refer to CR DUNE-303870.2) UI behaves correct.
C74058075,Core: Job Cancellation,,7,"1. Load a Letter size target in glass.2. Go to Copy app -> Document copy -> click the eye button -> Preview button to do the preview job.3. Copy_PreviewRequired_Copy screen shows, wait for 4 minutes and check printer front panel.4. Inactivity Timeout screen displays and then wait for 4 minutes and check printer front panel.","1)The printer goes to copy home screen, and then wait for 4mins, it return to Home screen. Refer to DUNE-301156"
C74058075,Core: Job Cancellation,,8,"1. Power on test unit.2. Touch Copy > ID Card Copy > Copy button to perform an ID card copy job.3. Touch ""Continue"" button on ""ID Card (Front)"" screen, the printer starts the front scan, ""Scanning…"" toast displays.4. Check the UI of the printer.",1) Cancel button should be enabled and can be touched to cancel the job. Refer to CR DUNE-300654.2) UI behaves correct.
C74058075,Core: Job Cancellation,,9,"Make sure the printer is support B size. such as A3, 11x17in., B4, 11x17in...1. Perform all supported B size simplex/duplex copy job.2. Cancel the copy job and check the printer's behavior.",1) The copy job should be canceled successfully.2) UI behaves correct.
C74058077,Core: Quiet mode,"Pre-conditions:
- Device in ready state with latest build
- Feature is ready for testing",1,"Default plain copy job with set Quiet mode to On from EWS/FP. 
Step applicable for Consumer devices with Quiet mode.","Quiet mode can turn on and can perform this copy job from FP successful.
LED status, Sound and screen displays correctly.
Quiet mode = ON will have reduced noise compared to OFF, and reduced speed/PPM."
C74058077,Core: Quiet mode,,2,"Default pain copy job with set Quiet mode to Off from EWS/FP. 
Step applicable for Consumer devices with Quiet mode.","Quiet mode can turn on and can perform this copy job from FP successful.
LED status, Sound and screen displays correctly.
Quiet mode = Off will increase noise compared to On, and increase speed/PPM."
C74058077,Core: Quiet mode,,3,"Default photo copy job with Quiet mode to On from EWS/FP. 
Step applicable for Consumer devices with Quiet mode.","Quiet mode can turn on and can perform this copy job from FP successful.
LED status, Sound and screen displays correctly.
Quiet mode = ON will have reduced noise compared to OFF, and reduced speed/PPM."
C74186661,Core: Special Features - Maximum Document/Photo/ID copy,"Pre-conditions: 
	- Device in ready state with latest build 
	- Feature is ready for testing",1,Perform the maximum document copy/photo copy/ID card copy job with Firmware default settings.,"Copy job can perform successful without any memory assert, hang or abnormal issues.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74186661,Core: Special Features - Maximum Document/Photo/ID copy,,2,"Perform the maximum document copy job with user configured Settings + Sides(1-1 sided, 2-1 sides).","Copy job can perform successful without any memory assert, hang or abnormal issues.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74186661,Core: Special Features - Maximum Document/Photo/ID copy,,3,Perform the maximum Photo copy/ID card copy job with user configured Settings.,"Copy job can perform successful without any memory assert, hang or abnormal issues.
ID card copy out should be middle aligned.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74186661,Core: Special Features - Maximum Document/Photo/ID copy,,4,Do 30/50/80 copies of single-copy jobs in sequence with Firmware default settings per Epic,"Copy job can perform successful without any memory assert, hang or abnormal issues.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74186661,Core: Special Features - Maximum Document/Photo/ID copy,,5,Check the copy output.,"Document copy: Verify the output has no black lines, white lines, truncation, ghosting, or overlapping issue.

Photo copy: borderless.without any black lines, white lines, truncation, ghosting, or overlapping issue."
C74186661,Core: Special Features - Maximum Document/Photo/ID copy,,6,Check the output margin on document copy jobs.,"Make sure the margin on each side (top, bottom, left, and right) is controlled within 5mm. Any part exceeding this is considered a defect and should be reported."
C74611990,Core: Special Features - special targets,"Pre-conditions: 
	- Device in ready state with latest build 
	- Feature is ready for testing",1,"1. Load a document with QR code content in it.
2. Perform the copy job on different paper sizes with different print quality.","Verify this copy job could be completed successfully.
The QR code shows clearly without abnormal problems.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74611990,Core: Special Features - special targets,,2,"1. Load a picture that includes a person wearing a sweater, with machine-finished edges visible on the shoulders or hem of the sweater. Refer to CR DUNE-279732 to get such kind of picture.
2. Perform the copy job with different print quality.","Verify this copy job could be completed successfully.
Verify the output should not have any jagged mosaics or artifacts issues.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74611990,Core: Special Features - special targets,,3,Load Thick original (Use a thick ID card that actually lifts the lid slightly),"ID card job could do successfully.
Output has some shadows which is acceptable.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74611990,Core: Special Features - special targets,,4,Do ID card copy or document copy without loading targets.,"Copy job could do successfully.
Output has blank without any content.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74610959,NFR - Contention - Document or ID copy + Error Recovery,"Pre-conditions :

- Device in ready state with latest build

- Feature is ready for testing",1,"- Perform a document copy job with default settings.

- Trigger below one error each time.
1) open and close door
2) out of paper
3) paper jam
4) low on ink
5) very low on ink
6) hard power down
7) soft power down

8) ADF mispick
9) ADF jam

- Clear the error or reboot the printer to perform a copy job.","Document copy job and san job can perform successfully.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74610959,NFR - Contention - Document or ID copy + Error Recovery,,2,"- Perform a document copy job with Conbined settings.

- Trigger below one error each time.
1) open and close door
2) out of paper
3) paper jam
4) low on ink
5) very low on ink
6) hard power down
7) soft power down

8) ADF mispick
9) ADF jam

- Clear the error or reboot the printer to perform a scan job.","Document copy job and san job can perform successfully.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74610959,NFR - Contention - Document or ID copy + Error Recovery,,3,"- Perform a ID card copy job with default settings.

- Trigger below one error each time.
1) open and close door
2) out of paper
3) paper jam
4) low on ink
5) very low on ink
6) hard power down
7) soft power down

8) ADF mispick
9) ADF jam

- Clear the error or reboot the printer to perform a scan job.","ID copy copy job and san job can perform successfully.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74610959,NFR - Contention - Document or ID copy + Error Recovery,,4,"- Perform a ID card copy job with Conbined settings.

- Trigger below one error each time.
1) open and close door
2) out of paper
3) paper jam
4) low on ink
5) very low on ink
6) hard power down
7) soft power down

8) ADF mispick
9) ADF jam

- Clear the error or reboot the printer to perform a scan job.","ID copy copy job and san job can perform successfully.
LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058078,Administration - Setup/Configuration - Access Control- dune only,"Pre-conditions:

- Device in ready state with latest build

- Feature is ready for testing",1,"- Access to EWS -> Security -> Printer Features.

- Uncheck the Copy or Color Copy.

- Click on Apply button.

- Check for the Copy app from control panel.","Verify the Copy app has disappeared from the front panel.
LED status, Sound and screen displays correctly."
C74058078,Administration - Setup/Configuration - Access Control- dune only,,2,"- Access to EWS -> Security -> Printer Features.

- check the Copy or Color Copy.

- Click on Apply button.

- Check for the Copy app from control panel.

- Perform a copy job from control panle.","Verify the Copy app appears on the front panel.
Copy job can be completed without error, and output is correctly.
LED status, Sound and screen displays correctly."
C74058078,Administration - Setup/Configuration - Access Control- dune only,,3,"- Access to EWS -> Security -> Access Control.

- Lock the Copy function.

- Click on Apply button.

- Check for the Copy app from control panel.","Verify the Copy app has locked from the front panel and should enter the password to enter.
LED status, Sound and screen displays correctly."
C74058078,Administration - Setup/Configuration - Access Control- dune only,,4,"- Access to EWS -> Security -> Access Control.

- Unlock the Copy function.

- Click on Apply button.

- Check for the Copy app from control panel.

- Perform a copy job from control panle.","Copy app unlock on the front panel.
Copy job can be completed without error, and output is correctly.
LED status, Sound and screen displays correctly."
C74058081,Administration - Setup/Configuration - EWS & UI Copy settings synchronization,"Pre-conditions: 
    - Device in ready state with latest build 
    - Feature is ready for testing",1,Check all copy settings in EWS Copy folder.,Copy settings show correctly without settings missing per spec EWS IS IS NOT.xlsx.
C74058081,Administration - Setup/Configuration - EWS & UI Copy settings synchronization,,2,Check paper size and paper type in EWS Paper folder.,"The Paper Size and Paper Type lists should display correctly, with the default size for the country/region placed at the top of the list."
C74058081,Administration - Setup/Configuration - EWS & UI Copy settings synchronization,,3,Change all supported copy settings with user configured settings from EWS.,The Copy settings can apply successful.
C74058081,Administration - Setup/Configuration - EWS & UI Copy settings synchronization,,4,Check the FPUI.,The Copy Settings changed on EWS can be synchronized to FPUI.
C74058081,Administration - Setup/Configuration - EWS & UI Copy settings synchronization,,5,"1. Go to EWS to ""Copy"" > ""Default Copy Options"" page.2. Change the ""Sides"" to ""1 to 2-Sided"" or ""2 to 2-Sided"".3. Check 2-Sided Pages Flip Up option and paper size/type list.",1) 2-Sided Pages Flip Up option should be displayed on EWS. Refer to CR DUNE-3012812) Check the unsupport duplex paper size and paper type are restricted. Refer to DUNE-140117
C74058081,Administration - Setup/Configuration - EWS & UI Copy settings synchronization,,6,"1. Go to EWS to ""Copy"" > ""Default Copy Options"" page.2. Change the different paper size/type.3. Check the ""Sides"" list.","1) For unsupport duplex size/type, the duplex sides should be disabled.2) For support duplex size/type, the duplex sides should not be disabled. Refer to DUNE-140635"
C74058081,Administration - Setup/Configuration - EWS & UI Copy settings synchronization,,7,"1. Go to EWS to ""Copy"" > ""Default Copy Options"" page.2. Change the ""Pages per Sheet"" to ""2"".3. Change the ""Collate"" to On and then check the EWS page.4. Change the ""Pages per Sheet"" to ""2"" and then check the EWS page.","1) Pages per Sheet is changed to ""1"" from ""2"" in step3.2) Collate is changed to Off from On in step4."
C74058081,Administration - Setup/Configuration - EWS & UI Copy settings synchronization,,8,"1. Go to EWS to ""Copy"" > ""Default Copy Options"" page.2. Change the ""Pages per Sheet"" to ""2"".3. Check the ""Output Scale"" on EWS page.4. Change the ""Pages per Sheet"" to ""1"" and then change the ""Output Scale"" to random one value expect for ""None"".5. Check the ""Pages per Sheet"".","1) ""Output Scale"" option is disabled in step3.2) ""Pages per Sheet"" option only has ""1"" value in step5."
C74058081,Administration - Setup/Configuration - EWS & UI Copy settings synchronization,,9,1. Loading an original target on ADF.2. Check the original size list on FP/EWS.3. Unload the original target on ADF.4. Check the original size list on FP/EWS.,1) Original Size list should be consistent with spec when unload or load the ADF. Refer to DUNE-153945/DUNE-110985
C74058084,Administration - Setup/Configuration - Counters,"Pre-conditions :
- Device in ready state with latest build
- Feature is ready for testing",1,"Step-1 : Color/Black copy counters at CDM and Usage report. 
Pre-requisite : 
Access Dune/ARES cdm link. 
Record values under ""impressions"" and ""jobUsage"". 
Record values in EWS Usage report. 
- Dune cdm link: printer's ip address/cdm/deviceUsage/v1/lifetimeCounters
- ARES cdm link: 
printer's ip address/DevMgmt/ProductUsageDyn.xml

Step-2 : Perform a color/black copy job from FP.","Check the value under ""impressions""/""jobUsage"" are increased correctly accordingly in cdm link.
Check related value increased correctly in EWS Usage report."
C74058084,Administration - Setup/Configuration - Counters,,2,"Step-1 : Color/Black a4EquivalentImpressions counters at CDM and Usage report. 
Pre-requisite : 
Access Dune/ARES cdm link. 
Record values under ""a4EquivalentImpressions"".
Record values in EWS Usage report.
- Dune cdm link: printer's ip address/cdm/deviceUsage/v1/lifetimeCounters
- ARES cdm link: 
printer's ip address/DevMgmt/ProductUsageDyn.xml

Step-2 :Perform a color/black copy job from FP.
Step-3 :Calculate the actula value under ""a4EquivalentImpressions"" for ""monochrome"" and ""total"" using the method in Description.","Check the increment under ""a4EquivalentImpressions"" are increased correctly accordingly in cdm link.
Check related value increased correctly in EWS Usage report."
C74058084,Administration - Setup/Configuration - Counters,,3,"Step-1 : HardwareEvents counter at CDM and Usage report. 
Pre-requisite : 
Access Dune/ARES cdm link. 
Record values ""jamEventCount"" and ""mispickEventCount"" under ""HardwareEvents"".
Record values in EWS Usage report.
- Dune cdm link: printer's ip address/cdm/deviceUsage/v1/serviceCounters
- ARES cdm link: 
printer's ip address/DevMgmt/ProductUsageDyn.xml

Step-2 : Pull out the input paper to trigger paper jam error from tray during copy.
Step-3 : Trigger out of paper during copy.","Check the value under ""harwareEvents"" are increased correctly accordingly in cdm link.
Check related value increased correctly in EWS Usage report."
C74058084,Administration - Setup/Configuration - Counters,,4,"Step-1 : Media type and Size counters at CDM and Usage report. 
Pre-requisite : 
Access Dune/ARES cdm link. 
Record values under ""sheetsByMediaTypeAndMediaSize"" and ""impressionsByMediaSize"".
Record values in EWS Usage report.
- Dune cdm link: printer's ip address/cdm/deviceUsage/v1/lifetimeCounters
- ARES cdm link: 
printer's ip address/DevMgmt/ProductUsageDyn.xml

Step-2 : Perform different paper size/type copy job.","Check the value under ""sheetsByMediaTypeAndMediaSize""/""impressionsByMediaSize"" are increased correctly accordingly in cdm link.
Check related value increased correctly in EWS Usage report."
C74058084,Administration - Setup/Configuration - Counters,,5,"Step-1 : Check counters at CDM and Usage report unchanged after reboot. 
Pre-requisite : 
Access Dune/ARES cdm link. 
Record all values. 
- Dune cdm link: printer's ip address/cdm/deviceUsage/v1/lifetimeCounters
- ARES cdm link: 
printer's ip address/DevMgmt/ProductUsageDyn.xml

Step-2 : Restart the printer.","Check above values under under ""impressions""/""jobUsage""/""a4EquivalentImpressions""/""harwareEvents""/""sheetsByMediaTypeAndMediaSize""/""impressionsByMediaSize"" are unchanged in cdm link.
Check related value in EWS Usage report are unchanged."
C74058084,Administration - Setup/Configuration - Counters,,6,"Step-1 : Check counters unchanged at CDM and Usage report after performing Restore Factory. 
Pre-requisite : 
Access Dune/ARES cdm link. 
Record all values. 
- Dune cdm link: printer's ip address/cdm/deviceUsage/v1/lifetimeCounters
- ARES cdm link: 
printer's ip address/DevMgmt/ProductUsageDyn.xml

Step-2 : Do a Factory Resets from FP/EWS.","Check above values under under ""impressions""/""jobUsage""/""a4EquivalentImpressions""/""harwareEvents""/""sheetsByMediaTypeAndMediaSize""/""impressionsByMediaSize"" are unchanged in cdm link.
Check related value in EWS Usage report are unchanged."
C75198637,Administration - Setup/Configuration - Resets,"Pre-conditions :



- Device in ready state with latest build

- Feature is ready for testing",1,"- Change all Document and ID copy settings to non-default and save it from EWS/FP.
- Perform a RFD (Restore Factory Defaults) from EWS/FP.","Copy settings are changed to non-default value successful.
Restore Factory Defaults can perform successful.
All Copy settings are reset to default value.
UI message displayed correctly."
C75198637,Administration - Setup/Configuration - Resets,,2,"- Change all Document and ID copy settings to non-default and save it from EWS/FP.
- Perform a OOBE reset from EWS/FP.","Copy settings are changed to non-default value successful.
OOBE reset can perform successful.
All Copy settings are reset to default value.
UI message displayed correctly."
C75198637,Administration - Setup/Configuration - Resets,,3,"- Change all Document and ID copy settings to non-default and save it from EWS/FP.
- Perform a Power Cycle from FP.","Copy settings are changed to non-default value successful.
Printer can power cycle successful.
All Copy settings are unchanged.
UI message displayed correctly."
C75198637,Administration - Setup/Configuration - Resets,,4,"1. Access EWS via IP address -> Copy -> Default Copy Options -> change all copy settings to non-default.2. EWS -> Paper -> Trays -> Change trays to non-default, here change Tray2 size from Letter to A4(key step), Tray1 keeps Letter size.3. EWS > Supported Tools> Back Up and Restore -> Backup settings to save the *bck file in PC.4. EWS -> General -> Restore Default Settings -> Restore All Factory Defaults -> Restore.5. Wait Restore process complete, printer powers cycle to home state, go back to EWS and check copy settings and paper tray settings both restore to default, here tray2 size changes to Letter which is expected.(Compared with step 3)6. EWS > Supported Tools> Back Up and Restore -> Restore -> Drop *bck file saved in step 4 to restore place -> Restore.7. Wait for restore completes then go to EWS -> Paper -> Trays.8. Check Tray2 size in EWS.",1) Tray2 size should go back to A4 which set to non-default in step 3 and saved in *bck file. Refer to CR DUNE-3020072) UI behaves correct.
C75198637,Administration - Setup/Configuration - Resets,,5,"1. Go to Menu > Tools -> Maintenance ->Restore Settings>Reset User Settings.2. Touch Reset button -> Rest User Settings -> Touch Reset button to reset.3. Printer power cycle automatically -> Choose English -> Touch Confirm button then continue button to home menu.4. Go to Copy -> Document Copy -> Options, and check Original Size and Paper selection.5. Go to EWS page by Printer IP access > Copy> Default Copy Options, and check Paper Size and Original Size selection.",1) Paper Size and Original Size selection both should have a default option based on country/region set in printer. Refer to CR DUNE-3018482) UI behaves correct.
C74058203,NFR - Contention - Copy + Print + Copy,"Pre-conditions :



- Device in ready state with latest build

- Feature is ready for testing",1,"Copy - From ADF - From Unit Tests
Step 1: Color Copy - 5 number of copies - page filled many colors - Letter sized page to be copied - Letter sized Photo Paper setting - Lighter/Darker set to 4 - Best SettingsStep 2: While step one is executing, Print 3 page Boarder less - Double Sided enabled - LTR sized photo (>3 MB) - Page filled many colors - Best quality settings - Photo paper - From PC Software over Wireless - printing phaseStep 3: B/W Copy - 8 number of copies – A4 sized page to be copied – A4 sized Document setting - Lighter/Darker set to 8 - Normal Settings","Step 2 will be delayed until Step 1 completes.
Step 3 will be delayed until step 2 completes.
Step 1 & 2 & 3  jobs could complete successfully.LED status, Sound and CGD or Number of copies: LED digit display correctly."
C74058203,NFR - Contention - Copy + Print + Copy,,2,1. Initial an ID card copy job from FP Copy App-> ID card copy job->Copy.2. Access EWS-> Supported Tools -> Reports and Pages -> choose Printer Status Report -> send Print during the printer is scanning the front side of ID card.3. Check the printer behaviors,1) ID card copy job should complete successfully then print status report. Refer to CR DUNE-3082142) UI behaves correct.
C74058203,NFR - Contention - Copy + Print + Copy,,3,"SW print and ID Card backside_contention1. Install the SW on test PC and add printer via wireless mode.2. Connect one USB cable to computer from printer.3. Touch Menu >Copy > ID Card Copy on the Home screen.4. Perform a ID Card copy job until to the IDCard_BackSideInstruction screen.5. Click ""Done"" button on IDCard_BackSideInstruction screen(Here the printer starts scanning the back side), and then immediately send the wireless SW print job ""Test file.txt"". See atachement (Note: touch Done button and send the job at the same time) 6. Unplug the USB cable from printer.7. Check the behavior of the printer.",1) Copy and print job could do successfully. Refer to CR DUNE-125116/DUNE-117077.2) UI behaves correct.
C74058203,NFR - Contention - Copy + Print + Copy,,4,"SW print and ID Card first-side_contention1. Initial an ID card copy job from FP Copy App-> ID card copy job->Copy.2. Touch ""Continue"" button on ""ID Card (Front)"" screen to perform an ID Card copy and click ""Print"" button to send a pdf file (attached the lorem.pdf) from the PC. (Touch ""Continue"" button and ""Print"" button at the same time, this is key point)3. After scanning the front side, printer reminds user to scan the back side.4. After the back side scans completely and then check the printer behaviors.",1) Copy and print job could do successfully. Refer to CR DUNE-3105332) UI behaves correct.
